Animal_ID,Sex,Age2,LocalTime,KPH,Sn,AGL0,VerticalRate,abs_angle,absVR
106,F,Fledgling,7/29/19 9:36,23.57,9.57,47.4,2.97,2.97,2.97
106,F,Fledgling,7/29/19 9:36,46.48,7.86,49.55,0.35,2.95,0.35
106,F,Fledgling,7/29/19 9:36,40.65,1.06,57.54,1.59,2.76,1.59
106,F,Fledgling,7/29/19 9:36,40.55,8.53,63.77,1.03,1.12,1.03
106,F,Fledgling,7/29/19 9:36,49.42,4.34,67.96,0.69,1.64,0.69
106,F,Fledgling,7/29/19 9:36,51.07,10.78,57.59,-2.07,1.83,2.07
106,F,Fledgling,7/29/19 9:36,38.63,7.65,52.92,-0.77,0.54,0.77
106,F,Fledgling,7/29/19 9:36,39.85,9.72,46.33,-1.09,1.13,1.09
106,F,Fledgling,7/29/19 9:36,51.91,14.38,40.37,-1.19,0.22,1.19
106,F,Fledgling,7/29/19 9:36,40.33,13.23,34.02,-1.26,0.88,1.26
106,F,Fledgling,7/29/19 9:36,30.5,8.94,34.06,0.006998689,0.3,0.006998689
106,F,Fledgling,7/29/19 9:37,37,10.02,29.03,-1,0.42,1
106,F,Fledgling,7/29/19 9:37,28.37,9.59,32.09,0.61,0.24,0.61
106,F,Fledgling,7/29/19 9:37,33.44,6.68,32.52,0.07,1.02,0.07
106,F,Fledgling,7/29/19 9:37,42.89,10.53,26.19,-1.26,0.94,1.26
106,F,Fledgling,7/29/19 9:37,39.52,10.34,29.81,0.72,0.07,0.72
106,F,Fledgling,7/29/19 9:37,40.15,10.9,31.79,0.32,0.38,0.32
106,F,Fledgling,7/29/19 9:37,28.61,9.07,34.5,0.54,0.85,0.54
106,F,Fledgling,7/29/19 9:37,34.13,9.72,33.58,-0.18,0.7,0.18
106,F,Fledgling,7/29/19 9:37,31.26,8.6,36.51,0.48,0.2,0.48
106,F,Fledgling,7/29/19 9:37,35.81,9.52,38.13,0.32,0.01,0.32
106,F,Fledgling,7/29/19 9:37,30.59,8.82,42.99,0.97,0.06,0.97
106,F,Fledgling,7/29/19 9:38,35.57,9.11,38.07,-0.81,0.14,0.81
106,F,Fledgling,7/29/19 9:38,39.98,10.34,34.79,-0.65,0.04,0.65
106,F,Fledgling,7/29/19 9:38,33.63,10.06,40.48,1.13,0.04,1.13
106,F,Fledgling,7/29/19 9:38,31.66,9.03,41.07,0.09,0.07,0.09
106,F,Fledgling,7/29/19 9:38,30.7,9.52,42.27,0.24,0.11,0.24
106,F,Fledgling,7/29/19 9:38,27.63,7.56,45.98,0.74,2,0.74
106,F,Fledgling,7/29/19 9:38,42.29,6.97,49.2,0.53,2.29,0.53
106,F,Fledgling,7/29/19 9:38,28.05,7.84,47.27,-0.38,2.99,0.38
106,F,Fledgling,7/29/19 9:38,42.39,7.94,48.2,0.18,2.22,0.18
106,F,Fledgling,7/29/19 9:38,49.09,12.47,46.07,-0.35,2.08,0.35
106,F,Fledgling,7/29/19 9:38,30.92,8.56,50.14,0.67,0.44,0.67
106,F,Fledgling,7/29/19 9:39,37.48,8.97,48.18,-0.39,0.16,0.39
106,F,Fledgling,7/29/19 9:39,28.18,9.75,54.21,1,0.31,1
106,F,Fledgling,7/29/19 9:39,32.7,8.41,48.63,-1.11,0.02,1.11
106,F,Fledgling,7/29/19 9:39,39.22,9.18,42.85,-1.15,0.03,1.15
106,F,Fledgling,7/29/19 9:39,40.15,11.09,41.5,-0.22,0.13,0.22
106,F,Fledgling,7/29/19 9:39,40.57,11.37,41.7,0.03,0.05,0.03
106,F,Fledgling,7/29/19 9:39,33.5,11.22,40.67,-0.2,0.09,0.2
106,F,Fledgling,7/29/19 9:39,35.81,9.77,39.2,-0.29,0.36,0.29
106,F,Fledgling,7/29/19 9:39,30.59,10.54,39.24,0.006169629,0.88,0.006169629
106,F,Fledgling,7/29/19 9:39,33.41,9.38,38.28,-0.19,0.56,0.19
106,F,Fledgling,7/29/19 9:39,32.28,8.86,47.37,1.51,0.19,1.51
106,F,Fledgling,7/29/19 9:40,31.96,9.07,45.18,-0.43,0.49,0.43
106,F,Fledgling,7/29/19 9:40,37.63,9.19,42.04,-0.62,0.55,0.62
106,F,Fledgling,7/29/19 9:40,45.85,12.26,34.77,-1.21,0.01,1.21
106,F,Fledgling,7/29/19 9:40,41.87,13.46,24.31,-1.74,1.08,1.74
106,F,Fledgling,7/29/19 9:40,35.65,9.67,25.81,0.29,1.36,0.29
106,F,Fledgling,7/29/19 9:40,44.76,11.33,25.98,0.02,0.1,0.02
106,F,Fledgling,7/29/19 9:40,43.57,11.81,31.01,1,1.01,1
106,F,Fledgling,7/29/19 9:40,62.31,14.91,28.87,-0.35,0.43,0.35
106,F,Fledgling,7/29/19 9:40,67.39,17.48,23.67,-0.86,0.19,0.86
106,F,Fledgling,7/29/19 9:40,50.44,16.16,30.37,1.34,1.79,1.34
106,F,Fledgling,7/29/19 9:40,26.42,6.89,34.7,0.86,2.77,0.86
106,F,Fledgling,7/29/19 9:41,49.59,9.3,28.32,-1.27,1.59,1.27
106,F,Fledgling,7/29/19 9:41,39.68,11.87,30.38,0.41,2.98,0.41
106,F,Fledgling,7/29/19 9:41,37.68,5.65,28.37,-0.33,1.99,0.33
106,F,Fledgling,7/29/19 9:41,54.55,11.16,30.13,0.35,1.44,0.35
106,F,Fledgling,7/29/19 9:41,18.26,12.46,38.51,1.39,2.2,1.39
106,F,Fledgling,7/29/19 9:41,46.91,6.63,41.39,0.47,2.13,0.47
106,F,Fledgling,7/29/19 9:41,19.37,8.81,47.51,1.22,2.01,1.22
106,F,Fledgling,7/29/19 9:41,47.5,7.43,46.68,-0.13,2.13,0.13
106,F,Fledgling,7/29/19 9:41,14.13,9.17,54.93,1.37,1.76,1.37
106,F,Fledgling,7/29/19 9:41,56.06,6.81,51.87,-0.5,1.65,0.5
106,F,Fledgling,7/29/19 9:41,23.13,10.27,59.42,1.51,2.87,1.51
106,F,Fledgling,7/29/19 9:42,29.55,4.22,63.42,0.79,2.15,0.79
106,F,Fledgling,7/29/19 9:42,43.55,9.99,66.45,0.5,2.52,0.5
106,F,Fledgling,7/29/19 9:42,33.03,3.38,65.37,-0.21,3.03,0.21
106,F,Fledgling,7/29/19 9:42,58.35,10.92,57.45,-1.31,1.58,1.31
106,F,Fledgling,7/29/19 9:42,27.24,7.09,61.7,0.84,2.8,0.84
106,F,Fledgling,7/29/19 9:42,38.91,7,62.91,0.24,1.97,0.24
106,F,Fledgling,7/29/19 9:42,33.89,11.57,65.13,0.44,2.13,0.44
106,F,Fledgling,7/29/19 9:42,28.72,4.69,61.84,-0.65,2.58,0.65
106,F,Fledgling,7/29/19 9:42,37.98,11.15,58.34,-0.69,1.84,0.69
106,F,Fledgling,7/29/19 9:42,42.5,1.88,62.08,0.62,2.91,0.62
106,F,Fledgling,7/29/19 9:42,49.85,13.48,61.9,-0.02,1.81,0.02
106,F,Fledgling,7/29/19 9:43,19.7,7.08,61.06,-0.14,2.22,0.14
106,F,Fledgling,7/29/19 9:43,54.85,6.59,66.84,0.96,1.9,0.96
106,F,Fledgling,7/29/19 9:43,21.66,8.66,65.81,-0.2,2.87,0.2
106,F,Fledgling,7/29/19 9:43,36.29,5.76,66.23,0.08,1.65,0.08
106,F,Fledgling,7/29/19 9:43,50.22,10.8,65.81,-0.08,1.74,0.08
106,F,Fledgling,7/29/19 9:43,25.44,5.61,65,-0.16,1.95,0.16
106,F,Fledgling,7/29/19 9:43,57.04,8.53,64.18,-0.13,1.72,0.13
106,F,Fledgling,7/29/19 9:43,30.2,7.67,54.67,-1.58,2.97,1.58
106,F,Fledgling,7/29/19 9:43,30.5,9.31,56.18,0.25,2.04,0.25
106,F,Fledgling,7/29/19 9:43,46.52,9.71,44.56,-1.93,2.05,1.93
106,F,Fledgling,7/29/19 9:43,31.24,6.88,43.05,-0.3,0.75,0.3
106,F,Fledgling,7/29/19 9:44,30.37,7.57,50.67,1.52,2.23,1.52
106,F,Fledgling,7/29/19 9:44,62.07,7.26,44.46,-1.24,1.77,1.24
106,F,Fledgling,7/29/19 9:44,24.57,12.23,45.56,0.18,2.66,0.18
106,F,Fledgling,7/29/19 9:44,35.05,5.45,49.45,0.64,1.91,0.64
106,F,Fledgling,7/29/19 9:44,50.48,11.9,43.79,-0.94,1.59,0.94
106,F,Fledgling,7/29/19 9:44,26.24,8.12,49.29,0.91,1.77,0.91
106,F,Fledgling,7/29/19 9:44,33.02,7.76,46.33,-0.59,1.09,0.59
106,F,Fledgling,7/29/19 9:44,49.09,6.86,42.26,-0.81,1.3,0.81
106,F,Fledgling,7/29/19 9:44,64.57,16.25,30.87,-1.89,0.01,1.89
106,F,Fledgling,7/29/19 9:44,51.24,16.58,29.16,-0.28,0.38,0.28
106,F,Fledgling,7/29/19 9:45,56.22,13.85,21.4,-1.29,0.61,1.29
106,F,Fledgling,7/29/19 9:45,55.05,15.81,19.63,-0.29,0.09,0.29
106,F,Fledgling,7/29/19 9:45,48.63,14.88,23.82,0.83,1.1,0.83
106,F,Fledgling,7/29/19 9:45,31.59,8.39,15.12,-1.45,1.86,1.45
106,F,Fledgling,7/29/19 9:45,39.59,10.15,12.63,-0.49,0.91,0.49
106,F,Fledgling,7/29/19 9:45,37.02,8.67,20.75,1.35,0.5,1.35
106,F,Fledgling,7/29/19 9:45,34.16,9.94,20.94,0.03,1.06,0.03
106,F,Fledgling,7/29/19 9:45,47.59,7.81,24.24,0.55,2.04,0.55
106,F,Fledgling,7/29/19 9:45,24.74,8.38,26.41,0.43,3.07,0.43
106,F,Fledgling,7/29/19 9:45,37.13,7.06,27.24,0.16,1.8,0.16
106,F,Fledgling,7/29/19 9:45,59.67,12.95,19.56,-1.27,0.89,1.27
106,F,Fledgling,7/29/19 9:46,62.69,17.82,8.72,-1.8,0.12,1.8
106,F,Fledgling,7/29/19 9:46,50.39,14.56,16.17,1.24,0.42,1.24
106,F,Fledgling,7/29/19 9:46,55.44,14.51,18.08,0.31,1.1,0.31
106,F,Fledgling,7/29/19 9:46,30.37,9.2,25.58,1.5,2.84,1.5
106,F,Fledgling,7/29/19 9:46,38.37,5.38,23.8,-0.35,2.07,0.35
106,F,Fledgling,7/29/19 9:46,54.18,13.2,16.64,-1.43,1.25,1.43
106,F,Fledgling,7/29/19 9:46,32.78,10.42,30.81,2.36,1.17,2.36
106,F,Fledgling,7/29/19 9:46,34.33,9.64,30.21,-0.1,0.02,0.1
106,F,Fledgling,7/29/19 9:46,26.42,9.25,36.97,1.12,3,1.12
106,F,Fledgling,7/29/19 9:46,58.11,9.75,30.21,-1.12,0.97,1.12
106,F,Fledgling,7/29/19 9:46,57.46,16.12,25.32,-0.97,0.07,0.97
106,F,Fledgling,7/29/19 9:47,64.74,15.99,18.45,-1.37,0.42,1.37
106,F,Fledgling,7/29/19 9:47,49.33,16.41,22.22,0.75,0.13,0.75
106,F,Fledgling,7/29/19 9:47,55.04,14.38,20.51,-0.28,0.7,0.28
106,F,Fledgling,7/29/19 9:47,45.54,14.35,22.91,0.4,0.04,0.4
106,F,Fledgling,7/29/19 9:47,44.26,13.01,24.82,0.31,0.32,0.31
106,F,Fledgling,7/29/19 9:47,50.44,12.91,27.44,0.43,0.55,0.43
106,F,Fledgling,7/29/19 9:47,67.59,17.68,17.67,-1.95,0.25,1.95
106,F,Fledgling,7/29/19 9:47,55.87,17.58,19.15,0.29,0.46,0.29
106,F,Fledgling,7/29/19 9:47,30.16,11.52,24.72,0.92,2.85,0.92
106,F,Fledgling,7/29/19 9:47,35.55,6.13,17.29,-1.23,0.54,1.23
106,F,Fledgling,7/29/19 12:35,60.15,5.3,65.39,1.38,1.32,1.38
106,F,Fledgling,7/29/19 12:35,51.43,17.66,68.3,0.58,1.9,0.58
106,F,Fledgling,7/29/19 12:35,24.83,6.97,65.49,-0.46,1.35,0.46
106,F,Fledgling,7/29/19 12:35,35.76,7.39,63.81,-0.27,0.19,0.27
106,F,Fledgling,7/29/19 12:35,34.85,9.27,64.46,0.13,0.17,0.13
106,F,Fledgling,7/29/19 12:35,26.52,8.21,67.27,0.46,0.28,0.46
106,F,Fledgling,7/29/19 12:36,17.11,5.17,68.42,0.19,0.35,0.19
106,F,Fledgling,7/29/19 12:36,24.57,6.01,69.3,0.17,0.58,0.17
106,F,Fledgling,7/29/19 12:36,28,7.66,64.8,-0.74,0.49,0.74
106,F,Fledgling,7/29/19 12:36,55.57,11.28,57.55,-1.2,0.04,1.2
106,F,Fledgling,7/29/19 12:36,41.98,12.2,56.62,-0.18,0.05,0.18
106,F,Fledgling,7/29/19 12:36,48.09,13.17,50.71,-1.18,0.25,1.18
106,F,Fledgling,7/29/19 12:36,57.15,14.61,49.02,-0.33,0.21,0.33
106,F,Fledgling,7/29/19 12:36,68.61,18.28,45.57,-0.57,0.09,0.57
106,F,Fledgling,7/29/19 12:36,57.68,17.7,39.74,-1.16,0.3,1.16
106,F,Fledgling,7/29/19 12:36,34.59,13.26,44.85,1.02,0.82,1.02
106,F,Fledgling,7/29/19 12:36,31.09,6.3,48.48,0.6,0.32,0.6
106,F,Fledgling,7/29/19 12:37,36.16,9.43,45.9,-0.43,0.9,0.43
106,F,Fledgling,7/29/19 12:37,21.2,5.69,57.61,2.34,1.21,2.34
106,F,Fledgling,7/29/19 12:37,35.98,10.27,50.54,-1.17,0.23,1.17
106,F,Fledgling,7/29/19 12:37,35.94,10,42.31,-1.37,0.5,1.37
106,F,Fledgling,7/29/19 12:37,27.98,7.51,49.65,1.46,0.47,1.46
106,F,Fledgling,7/29/19 12:37,41.57,8.8,48.44,-0.2,0.66,0.2
106,F,Fledgling,7/29/19 12:37,55.3,14.7,42.04,-1.06,0.1,1.06
106,F,Fledgling,7/29/19 12:37,46.44,14.37,40.85,-0.23,0.46,0.23
106,F,Fledgling,7/29/19 12:37,67.69,17.06,39.95,-0.18,0.07,0.18
106,F,Fledgling,7/29/19 12:37,71.7,18.64,32.89,-1.17,0.2,1.17
106,F,Fledgling,7/29/19 12:37,55.93,16.83,35.74,0.57,0.01,0.57
106,F,Fledgling,7/29/19 12:38,66.82,15.07,41.4,1.13,0.18,1.13
106,F,Fledgling,7/29/19 12:38,63.54,19.44,38.26,-0.52,0.13,0.52
106,F,Fledgling,7/29/19 12:38,55.44,15.85,45.48,1.44,0.1,1.44
106,F,Fledgling,7/29/19 12:38,61.74,16.36,47.87,0.47,0.12,0.47
106,F,Fledgling,7/29/19 12:38,57.11,15.24,47.3,-0.09,0.1,0.09
106,F,Fledgling,7/29/19 12:38,57.96,17.16,43.32,-0.66,0.39,0.66
106,F,Fledgling,7/29/19 12:38,37.37,10.86,52.67,1.86,0.22,1.86
106,F,Fledgling,7/29/19 12:38,57.39,14.6,43.51,-1.52,0.23,1.52
106,F,Fledgling,7/29/19 12:38,51.22,13.26,38.07,-0.9,0.92,0.9
106,F,Fledgling,7/29/19 12:38,37.96,10.16,40.62,0.5,0.32,0.5
106,F,Fledgling,7/29/19 12:38,46.54,10.53,41.73,0.18,0.33,0.18
106,F,Fledgling,7/29/19 12:39,41.05,12.57,35.88,-0.97,0.04,0.97
106,F,Fledgling,7/29/19 12:39,39.16,12.62,32.9,-0.59,1.13,0.59
106,F,Fledgling,7/29/19 12:39,27.16,7.71,40.58,1.28,0.38,1.28
106,F,Fledgling,7/29/19 12:39,32.52,8.54,38.58,-0.33,0.35,0.33
106,F,Fledgling,7/29/19 12:39,30.52,8.23,38.1,-0.09,0.09,0.09
106,F,Fledgling,7/29/19 12:39,25.83,7.4,41.96,0.77,0.19,0.77
106,F,Fledgling,7/29/19 12:39,17.81,3.44,62.93,3.49,2.51,3.49
106,F,Fledgling,7/29/19 12:39,47.7,14.03,68.45,1.1,1.45,1.1
106,F,Fledgling,7/29/19 12:39,9.31,3.65,75.45,1.39,2,1.39
106,F,Fledgling,7/29/19 12:39,68.7,13.93,75.45,-0.001164753,1.11,0.001164753
106,F,Fledgling,7/29/19 12:39,6.79,8.86,86.24,2.15,2.52,2.15
106,F,Fledgling,7/29/19 12:40,19.83,2.87,83.24,-0.59,0.68,0.59
106,F,Fledgling,7/29/19 12:40,20,5.81,91.15,1.31,0.04,1.31
106,F,Fledgling,7/29/19 12:40,18.42,3.94,91.15,0,0.28,0
106,F,Fledgling,7/29/19 12:40,31.03,6.96,91.95,0.15,0.06,0.15
106,F,Fledgling,7/29/19 12:40,10.18,4.18,105.56,2.26,2.61,2.26
106,F,Fledgling,7/29/19 12:40,55.63,5.85,102.95,-0.52,1.56,0.52
106,F,Fledgling,7/29/19 12:40,55.52,17.07,95.03,-1.58,0.49,1.58
106,F,Fledgling,7/29/19 12:40,43.94,5.02,117.14,3.68,1.1,3.68
106,F,Fledgling,7/29/19 12:40,55.68,15.26,133.5,3.27,1.25,3.27
106,F,Fledgling,7/29/19 12:40,30.44,5.42,149.08,2.59,1.26,2.59
106,F,Fledgling,7/29/19 12:40,59.02,13.67,156.04,1.15,1.53,1.15
106,F,Fledgling,7/29/19 12:41,3.24,10.07,157.23,0.23,3.06,0.23
106,F,Fledgling,7/29/19 12:41,24.4,6.3,149.13,-1.34,1.61,1.34
106,F,Fledgling,7/29/19 12:41,22.57,5.12,147.95,-0.19,0.45,0.19
106,F,Fledgling,7/29/19 12:41,18.66,3.67,152.95,1,0.58,1
106,F,Fledgling,7/29/19 12:41,38.61,6.78,145.08,-1.31,0.49,1.31
106,F,Fledgling,7/29/19 12:41,24.59,9.99,146.58,0.25,0.09,0.25
106,F,Fledgling,7/29/19 12:41,37.87,10.67,144.88,-0.34,0.09,0.34
106,F,Fledgling,7/29/19 12:41,46.07,10.3,136.9,-1.59,0.58,1.59
106,F,Fledgling,7/29/19 12:41,21.5,8.16,135.78,-0.18,0.53,0.18
106,F,Fledgling,7/29/19 12:41,19.9,5.29,138.58,0.56,1.44,0.56
106,F,Fledgling,7/29/19 12:42,22.18,6.26,147.6,1.5,1.83,1.5
106,F,Fledgling,7/29/19 12:42,35.37,2.79,143.58,-0.8,0.29,0.8
106,F,Fledgling,7/29/19 12:42,31.5,10.96,136.76,-1.36,1.2,1.36
106,F,Fledgling,7/29/19 12:42,33.33,6.59,138.87,0.35,0.7,0.35
106,F,Fledgling,7/29/19 12:42,25.2,9.23,134.96,-0.65,0.46,0.65
106,F,Fledgling,7/29/19 12:42,12.44,7.08,139.86,0.98,1.19,0.98
106,F,Fledgling,7/29/19 12:42,39.66,7.25,121.51,-3.05,0.66,3.05
106,F,Fledgling,7/29/19 12:42,49.35,13.04,108.63,-2.57,0.15,2.57
106,F,Fledgling,7/29/19 12:42,43.74,14.69,103.25,-0.89,0.56,0.89
106,F,Fledgling,7/29/19 12:42,18.22,4.89,101.14,-0.35,1.89,0.35
106,F,Fledgling,7/29/19 12:42,24,4.7,92.25,-1.77,1.03,1.77
106,F,Fledgling,7/29/19 12:43,29.33,8.28,89.19,-0.61,0.37,0.61
106,F,Fledgling,7/29/19 12:43,24.18,7.45,90.19,0.16,0.19,0.16
106,F,Fledgling,7/29/19 12:43,27.65,4.63,94.24,0.81,1.94,0.81
106,F,Fledgling,7/29/19 12:43,48.92,10.28,98.27,0.8,1.9,0.8
106,F,Fledgling,7/29/19 12:43,12.63,7.16,107.25,1.49,2.2,1.49
106,F,Fledgling,7/29/19 12:43,52.8,8.85,115.4,1.63,1.64,1.63
106,F,Fledgling,7/29/19 12:43,28.79,11.03,123.25,1.3,2.6,1.3
106,F,Fledgling,7/29/19 12:43,44.7,5.3,133.39,1.68,2.07,1.68
106,F,Fledgling,7/29/19 12:43,55,17.39,132.35,-0.17,1.54,0.17
106,F,Fledgling,7/29/19 12:43,16.33,7.15,132.04,-0.05,2.45,0.05
106,F,Fledgling,7/29/19 12:43,37.76,6.91,124.77,-1.21,0.48,1.21
106,F,Fledgling,7/29/19 12:44,21.44,8.56,131.06,1.25,1.83,1.25
106,F,Fledgling,7/29/19 12:44,47.87,9.09,120.02,-1.83,0.08,1.83
106,F,Fledgling,7/29/19 12:44,38.29,11.68,103.17,-3.36,0.43,3.36
106,F,Fledgling,7/29/19 12:44,37.11,10.34,92.34,-2.16,0.49,2.16
106,F,Fledgling,7/29/19 12:44,44.44,12.4,76.3,-2.67,0.04,2.67
106,F,Fledgling,7/29/19 12:44,20.5,10.26,74.53,-0.29,1.28,0.29
106,F,Fledgling,7/29/19 12:44,27.03,3.51,74.29,-0.04,1.43,0.04
106,F,Fledgling,7/29/19 12:44,47.15,12.2,60.71,-2.26,0.43,2.26
106,F,Fledgling,7/29/19 12:44,22.07,9.15,49.23,-1.91,2.11,1.91
106,F,Fledgling,7/29/19 12:44,41.54,7.31,44.27,-0.99,1.32,0.99
106,F,Fledgling,7/29/19 12:44,74.35,15.12,42.93,-0.22,0.46,0.22
106,F,Fledgling,7/29/19 12:45,65.3,19.59,36.32,-1.32,0.37,1.32
106,F,Fledgling,7/29/19 12:45,71.24,20.1,23.32,-2.6,1.3,2.6
106,F,Fledgling,7/29/19 12:45,33.11,10.83,20.36,-0.49,1.64,0.49
106,F,Fledgling,7/29/19 12:45,34.35,9.63,14.52,-1.16,1.81,1.16
106,F,Fledgling,7/29/19 12:45,44.85,7.72,15.79,0.25,0.42,0.25
106,F,Fledgling,7/29/19 12:45,50.98,9.99,30.15,2.39,0.005690495,2.39
106,F,Fledgling,7/29/19 12:45,38,10.75,17.6,-2.5,2.88,2.5
106,F,Fledgling,7/29/19 12:45,25.98,5.13,20.15,0.42,0.57,0.42
106,F,Fledgling,7/29/19 16:21,23.11,4.37,42.89,1.16,2.78,1.16
106,F,Fledgling,7/29/19 16:21,21.37,5.1,46.26,0.67,0.14,0.67
106,F,Fledgling,7/29/19 16:21,24.16,2.86,47.82,0.25,0.61,0.25
106,F,Fledgling,7/29/19 16:21,38.02,9.84,38.73,-1.81,1.32,1.81
106,F,Fledgling,7/29/19 16:21,34.7,6.68,40.5,-0.88,0.08,0.88
106,F,Fledgling,7/29/19 16:21,27.94,9.12,37.62,-0.57,0.19,0.57
106,F,Fledgling,7/29/19 16:21,13.35,6.72,47.65,1.67,1.78,1.67
106,F,Fledgling,7/29/19 16:21,61.7,14.46,42.98,-0.93,1.97,0.93
106,F,Fledgling,7/29/19 16:21,17.87,5.49,34.23,-1.45,0.81,1.45
106,F,Fledgling,7/29/19 16:22,24.18,5.6,31.85,-0.47,1.29,0.47
106,F,Fledgling,7/29/19 16:22,23.66,8.44,33.28,0.28,2.84,0.28
106,F,Fledgling,7/29/19 16:22,50.83,11.94,37.97,0.78,0.9,0.78
106,F,Fledgling,7/29/19 16:22,17.68,7.08,37.89,-0.01,1.64,0.01
106,F,Fledgling,7/29/19 16:22,19.13,4.42,39.89,0.4,2.84,0.4
106,F,Fledgling,7/29/19 16:22,63.39,10.99,42.07,0.43,1.47,0.43
106,F,Fledgling,7/29/19 16:22,28.87,9.02,34.8,-1.45,2.93,1.45
106,F,Fledgling,7/29/19 16:22,39.74,5.69,35.23,0.08,0.58,0.08
106,F,Fledgling,7/29/19 16:22,29.96,5.4,11.89,-2.83,1.24,2.83
106,F,Fledgling,7/29/19 16:23,36.46,9.12,13.28,0.23,1.28,0.23
106,F,Fledgling,7/29/19 16:23,52.26,11.19,17.66,0.87,1.4,0.87
106,F,Fledgling,7/29/19 16:23,50.04,14.4,19.27,0.32,1.59,0.32
106,F,Fledgling,7/29/19 16:23,33.57,9.08,12.07,-1.19,1.32,1.19
106,F,Fledgling,7/29/19 16:23,36.39,8.01,9.99,-0.41,1.3,0.41
106,F,Fledgling,7/29/19 16:23,40.7,7.89,10.84,0.17,0.21,0.17
106,F,Fledgling,7/29/19 16:23,19.5,8.41,20.66,1.96,1.2,1.96
106,F,Fledgling,7/29/19 16:23,13.76,6.09,24.45,0.75,2.54,0.75
106,F,Fledgling,7/29/19 16:23,60.13,10.56,17.26,-1.19,0.09,1.19
106,F,Fledgling,7/29/19 16:23,56.17,16.09,13.3,-0.79,1.53,0.79
106,F,Fledgling,7/29/19 16:23,34.18,9.14,21.97,1.73,0.94,1.73
106,F,Fledgling,7/29/19 16:23,31.44,7.73,24.53,0.42,0.32,0.42
106,F,Fledgling,7/29/19 16:24,32.5,8.44,26.51,0.39,1.35,0.39
106,F,Fledgling,7/29/19 16:24,43.74,6.98,31.92,0.9,0.88,0.9
106,F,Fledgling,7/29/19 16:24,62.48,16.19,28.07,-0.77,0.66,0.77
106,F,Fledgling,7/29/19 16:24,44.59,13.78,30.22,0.43,0.21,0.43
106,F,Fledgling,7/29/19 16:24,66.83,15.73,19.84,-1.72,0.42,1.72
106,F,Fledgling,7/29/19 16:24,41.46,11.73,23.9,0.81,0.1,0.81
106,F,Fledgling,7/29/19 16:24,43.33,10.86,22.67,-0.2,0.09,0.2
106,F,Fledgling,7/29/19 16:24,44.92,13.61,19.04,-0.6,0.19,0.6
106,F,Fledgling,7/29/19 16:24,53.93,13.47,9.28,-1.95,0.46,1.95
106,F,Fledgling,7/29/19 16:24,41.41,12.94,9.31,0.005498243,0.09,0.005498243
106,F,Fledgling,7/29/19 16:24,30.42,10.25,17.44,1.62,1.28,1.62
106,F,Fledgling,7/29/19 16:25,56.74,14.35,13.15,-0.85,1.02,0.85
106,F,Fledgling,7/29/19 16:25,18.33,5.82,12.64,-0.5,0.53,0.5
106,F,Fledgling,7/30/19 4:57,32.76,6.94,12.32,-0.55,1.31,0.55
106,F,Fledgling,7/30/19 4:57,21.64,6.39,15.95,0.72,1.8,0.72
106,F,Fledgling,7/30/19 4:57,34.91,9.44,15.67,-0.05,0.36,0.05
106,F,Fledgling,7/30/19 4:57,34.66,9.66,12.44,-0.64,0.16,0.64
106,F,Fledgling,7/30/19 6:55,33.92,2.88,0,1.83,0.91,1.83
106,F,Fledgling,7/30/19 6:55,32.15,8.72,0.96,2.32,0.11,2.32
106,F,Fledgling,7/30/19 8:00,47.52,12.3,7.39,0.17,0.12,0.17
106,F,Fledgling,7/30/19 8:00,40.94,10.94,9.49,0.35,0.23,0.35
106,F,Fledgling,7/30/19 8:00,37.81,11.74,10.53,0.17,0.09,0.17
106,F,Fledgling,7/30/19 8:00,32.52,10.45,16.04,0.91,0.49,0.91
106,F,Fledgling,7/30/19 8:00,42.48,10,18.49,0.4,0.05,0.4
106,F,Fledgling,7/30/19 8:01,41.76,11.08,9.9,-1.43,0.8,1.43
106,F,Fledgling,7/30/19 8:01,41.29,10.99,11.6,0.28,0.42,0.28
106,F,Fledgling,7/30/19 8:01,44.17,11.62,9.88,-0.28,0.47,0.28
106,F,Fledgling,7/30/19 8:01,46.91,12.4,8.64,-0.2,0.27,0.2
106,F,Fledgling,7/30/19 8:01,3.01,8.72,17.15,1.41,2.46,1.41
106,F,Fledgling,7/30/19 9:37,41.42,12.03,30.25,-0.14,0.3,0.14
106,F,Fledgling,7/30/19 9:37,40.72,11.59,32.68,0.48,0.26,0.48
106,F,Fledgling,7/30/19 9:37,30.03,8.86,37.48,0.8,0.15,0.8
106,F,Fledgling,7/30/19 9:38,36.55,9.99,32.96,-0.9,0.75,0.9
106,F,Fledgling,7/30/19 9:38,43.28,10.24,28.93,-0.8,0.26,0.8
106,F,Fledgling,7/30/19 9:38,39,12.07,27.81,-0.18,0.17,0.18
106,F,Fledgling,7/30/19 9:38,39.96,10.09,27.08,-0.12,0.65,0.12
106,F,Fledgling,7/30/19 9:38,41.98,11.71,25.6,-0.29,0.07,0.29
106,F,Fledgling,7/30/19 9:38,43.83,12.55,22.49,-0.62,0.85,0.62
106,F,Fledgling,7/30/19 9:38,41.28,10.33,23.95,0.24,0.06,0.24
106,F,Fledgling,7/30/19 9:38,45.17,11.41,20.68,-0.65,0.01,0.65
106,F,Fledgling,7/30/19 9:38,42.92,11.96,21.67,0.19,0.04,0.19
106,F,Fledgling,7/30/19 9:38,49.61,10.7,17.39,-0.71,0.68,0.71
